~E & ~E & (J | ~E) & ~E & (~E & D) & (~E & D) & (~E & D) . What is ~D ?	~E & (J | ~E) & (~E & D) . What is ~D ?	~E & (J | ~E) & (~E & D)	False
~D & ~D & ~D . What is ~D ?	~D . What is ~D ?	~D	True
~F & ~F & (~D <=> B) & (~G & ~D) & (~G & ~D) & (~G & ~D) & (~I & F) & (~I & F) & (~D <=> B) & (~I & F) & (~D <=> B) . What is ~D ?	~F & (~D <=> B) & (~G & ~D) & (~I & F) . What is ~D ?	~F & (~D <=> B) & (~G & ~D) & (~I & F)	Contradictory
~A . What is ~A ?	~A . What is ~A ?	~A	True
C & (~D | I) & (F <=> ~D) & (C | F) & (C | F) & (C | F) & (F <=> ~D) & (F <=> ~D) . What is ~F ?	C & (~D | I) & (F <=> ~D) & (C | F) . What is ~F ?	C & (~D | I) & (F <=> ~D) & (C | F)	Unknown HELP!
~C & ~C & ~C . What is ~C ?	~C . What is ~C ?	~C	True
~H & ~E & (~A ^ ~E) & (~H ^ ~D) & (~A ^ ~E) & (~D ^ I) & (~G <=> ~H) & ~E & (~G <=> ~H) & (~A ^ ~E) & (~H ^ ~D) & ~E & ~H & (~H ^ ~D) . What is H ?	~H & ~E & (~A ^ ~E) & (~H ^ ~D) & (~D ^ I) & (~G <=> ~H) . What is H ?	~H & ~E & (~A ^ ~E) & (~H ^ ~D) & (~D ^ I) & (~G <=> ~H)	False
(~C ^ ~D) & ~C & (~A & ~H) & (~C ^ ~D) & (I ==> ~E) & (~A & ~H) & (~H ^ I) & (~H ^ I) & (I ==> ~E) & (~H ^ I) . What is I ?	(~C ^ ~D) & ~C & (~A & ~H) & (I ==> ~E) & (~H ^ I) . What is I ?	(~C ^ ~D) & ~C & (~A & ~H) & (I ==> ~E) & (~H ^ I)	False
(~J <=> F) & J & (~E & A) & J & (A ^ ~B) & (A ^ ~B) & (~E & A) & (~J <=> F) & (A ^ ~B) & (~E & A) . What is A ?	(~J <=> F) & J & (~E & A) & (A ^ ~B) . What is A ?	(~J <=> F) & J & (~E & A) & (A ^ ~B)	True
(D <=> A) & (~B <=> ~J) & (~B <=> ~J) & (D <=> A) & (D <=> A) & (G | ~E) & (~B <=> ~J) & C & (A ^ G) & (A ^ G) & (A ^ G) . What is ~D ?	(D <=> A) & (~B <=> ~J) & (G | ~E) & C & (A ^ G) . What is ~D ?	(D <=> A) & (~B <=> ~J) & (G | ~E) & C & (A ^ G)	Unknown HELP!
~C . What is H ?	~C . What is H ?	~C	Unknown HELP!
(~I ^ ~A) & (~I ^ ~A) & I & I . What is A ?	(~I ^ ~A) & I . What is A ?	(~I ^ ~A) & I	False
C & (I & D) & C & C & (D ^ ~E) & (D ^ ~E) & (J <=> ~F) & (J <=> ~F) . What is ~E ?	C & (I & D) & (D ^ ~E) & (J <=> ~F) . What is ~E ?	C & (I & D) & (D ^ ~E) & (J <=> ~F)	False
(I ^ ~A) & (~E <=> ~B) & ~B & ~A & ~B & ~B & (C <=> I) & (I ^ ~A) & (I ^ ~A) & (C <=> I) & (C <=> I) . What is A ?	(I ^ ~A) & (~E <=> ~B) & ~B & ~A & (C <=> I) . What is A ?	(I ^ ~A) & (~E <=> ~B) & ~B & ~A & (C <=> I)	False
(C & E) & J & (C & E) & J & E & (~G | F) & (~G | F) & (H ^ C) & (C & E) & E & (H ^ C) & E . What is C ?	(C & E) & J & E & (~G | F) & (H ^ C) . What is C ?	(C & E) & J & E & (~G | F) & (H ^ C)	True
(C | ~I) & (D & C) & (E & ~A) & (E & ~A) & (C | ~I) & A & (~I ^ ~G) & A & A . What is ~J ?	(C | ~I) & (D & C) & (E & ~A) & A & (~I ^ ~G) . What is ~J ?	(C | ~I) & (D & C) & (E & ~A) & A & (~I ^ ~G)	Contradictory
C & C & C . What is ~C ?	C . What is ~C ?	C	False
~C & (~G | B) & ~C & ~C & (~A & F) & (F <=> ~J) & (~A & F) . What is F ?	~C & (~G | B) & (~A & F) & (F <=> ~J) . What is F ?	~C & (~G | B) & (~A & F) & (F <=> ~J)	True
(G ==> ~E) & (D & ~J) & (~H | D) & (G ==> ~E) & (~B <=> ~H) & E & (~H | D) & E & (G ==> ~E) & (~H | D) . What is D ?	(G ==> ~E) & (D & ~J) & (~H | D) & (~B <=> ~H) & E . What is D ?	(G ==> ~E) & (D & ~J) & (~H | D) & (~B <=> ~H) & E	True
(A ==> F) & ~E & ~G & (H <=> ~E) & ~E & (A ==> F) & (H <=> ~E) & (A ==> F) & (H <=> ~E) . What is ~G ?	(A ==> F) & ~E & ~G & (H <=> ~E) . What is ~G ?	(A ==> F) & ~E & ~G & (H <=> ~E)	True
~G & (~F ==> A) & (~F ==> A) & ~F & ~F & ~G & (~J | G) & (~J | G) & ~G & (~J | G) . What is ~F ?	~G & (~F ==> A) & ~F & (~J | G) . What is ~F ?	~G & (~F ==> A) & ~F & (~J | G)	True
~D & ~D & ~D . What is ~D ?	~D . What is ~D ?	~D	True
(F & G) & ~J & (F & G) & (~A & F) & (G | ~B) & (G | ~B) . What is A ?	(F & G) & ~J & (~A & F) & (G | ~B) . What is A ?	(F & G) & ~J & (~A & F) & (G | ~B)	False
(C ==> ~B) & (C ==> ~B) & (~F ^ A) & (~B & H) & (~F ^ A) & (~B & H) & ~E & (C ==> ~B) & (~B & H) & (~F ^ A) . What is H ?	(C ==> ~B) & (~F ^ A) & (~B & H) & ~E . What is H ?	(C ==> ~B) & (~F ^ A) & (~B & H) & ~E	True
~B & ~B . What is ~B ?	~B . What is ~B ?	~B	True
~A & (B ^ F) & (B ^ F) . What is ~A ?	~A & (B ^ F) . What is ~A ?	~A & (B ^ F)	True
~H & (C | D) & ~H & ~E & ~E & (E ^ ~F) & (C | D) & ~H & ~E & (C | D) . What is H ?	~H & (C | D) & ~E & (E ^ ~F) . What is H ?	~H & (C | D) & ~E & (E ^ ~F)	False
~J & (C ^ ~J) & H & (H <=> G) & (B ==> C) & H & (B ==> C) & H & (B ==> C) . What is ~J ?	~J & (C ^ ~J) & H & (H <=> G) & (B ==> C) . What is ~J ?	~J & (C ^ ~J) & H & (H <=> G) & (B ==> C)	True
~F & (H & ~I) & (~G <=> D) & (~G <=> D) & (~G <=> D) & ~F & ~F & H & H & H . What is H ?	~F & (H & ~I) & (~G <=> D) & H . What is H ?	~F & (H & ~I) & (~G <=> D) & H	True
(~H & ~A) & (~A ^ J) & (F <=> ~G) & D & (~H & ~A) & (~B ^ ~H) & (~B ^ ~H) & ~A & D & ~A & D . What is ~B ?	(~H & ~A) & (~A ^ J) & (F <=> ~G) & D & (~B ^ ~H) & ~A . What is ~B ?	(~H & ~A) & (~A ^ J) & (F <=> ~G) & D & (~B ^ ~H) & ~A	False
(C ==> D) & ~A & (D | ~A) & ~A & (D | ~A) & (C ==> D) & (D | ~A) . What is ~D ?	(C ==> D) & ~A & (D | ~A) . What is ~D ?	(C ==> D) & ~A & (D | ~A)	Unknown HELP!
C & (A & C) & (C ==> ~E) & (A & C) & (A & C) . What is ~A ?	C & (A & C) & (C ==> ~E) . What is ~A ?	C & (A & C) & (C ==> ~E)	False
D & D . What is I ?	D . What is I ?	D	Unknown HELP!
B & B & (B ==> D) . What is ~B ?	B & (B ==> D) . What is ~B ?	B & (B ==> D)	False
G & (~B ^ ~G) & (~G | ~I) & (~G | ~I) & (~B ^ ~G) . What is ~G ?	G & (~B ^ ~G) & (~G | ~I) . What is ~G ?	G & (~B ^ ~G) & (~G | ~I)	False
C & (F | ~E) & C & (C | ~H) & (F | ~E) & A & (~I <=> C) & (C | ~H) & A & (~I <=> C) . What is C ?	C & (F | ~E) & (C | ~H) & A & (~I <=> C) . What is C ?	C & (F | ~E) & (C | ~H) & A & (~I <=> C)	True
~A & (J <=> H) & (~F | ~I) & (J <=> H) & (~F | ~I) & (J <=> H) & ~H & ~H & ~A & ~H & (~F | ~I) . What is ~A ?	~A & (J <=> H) & (~F | ~I) & ~H . What is ~A ?	~A & (J <=> H) & (~F | ~I) & ~H	True
(~E ==> G) & ~E . What is G ?	(~E ==> G) & ~E . What is G ?	(~E ==> G) & ~E	True
(~B & ~H) & (J & ~B) & (J & ~B) & (J & ~B) . What is ~H ?	(~B & ~H) & (J & ~B) . What is ~H ?	(~B & ~H) & (J & ~B)	True
(~H & J) & (~H & J) & (~H & J) & D & D . What is J ?	(~H & J) & D . What is J ?	(~H & J) & D	True
(~C ==> F) & F & F . What is F ?	(~C ==> F) & F . What is F ?	(~C ==> F) & F	True
~G & ~G . What is ~B ?	~G . What is ~B ?	~G	Unknown HELP!
(~F ^ H) & (~E & D) & ~D & ~D & (~F ^ H) & (~F ^ H) & (~E & D) & (~E & D) . What is A ?	(~F ^ H) & (~E & D) & ~D . What is A ?	(~F ^ H) & (~E & D) & ~D	Contradictory
~F & ~F & ~F & (~D <=> ~F) & (~D <=> ~F) . What is F ?	~F & (~D <=> ~F) . What is F ?	~F & (~D <=> ~F)	False
C . What is C ?	C . What is C ?	C	True
(~A & D) . What is ~D ?	(~A & D) . What is ~D ?	(~A & D)	False
I & (~I & ~C) & (J ^ A) & (~I & ~C) & (~I & ~C) . What is G ?	I & (~I & ~C) & (J ^ A) . What is G ?	I & (~I & ~C) & (J ^ A)	Contradictory
F & (~A & ~C) & (G ^ ~F) & (G ^ ~F) & (~I & G) & ~J & (~I & G) & (~A & ~C) & (~I & G) & (~A & ~C) & ~J & ~J . What is I ?	F & (~A & ~C) & (G ^ ~F) & (~I & G) & ~J . What is I ?	F & (~A & ~C) & (G ^ ~F) & (~I & G) & ~J	False
(I ^ ~E) & (~E ==> C) & ~C & ~C & (~E ==> C) & ~C & (~E ==> C) . What is E ?	(I ^ ~E) & (~E ==> C) & ~C . What is E ?	(I ^ ~E) & (~E ==> C) & ~C	True
E & ~G & (~E ==> D) & ~G & (H & ~E) & E & (~G ^ J) & (~G ^ J) & (H & ~E) & (H & ~E) & E . What is ~H ?	E & ~G & (~E ==> D) & (H & ~E) & (~G ^ J) . What is ~H ?	E & ~G & (~E ==> D) & (H & ~E) & (~G ^ J)	Contradictory
D & (F ==> ~D) & D & D & (C | H) & (C | H) & H . What is F ?	D & (F ==> ~D) & (C | H) & H . What is F ?	D & (F ==> ~D) & (C | H) & H	False
~D & (F & ~B) & (G ==> E) & (~B ==> ~J) & (F & ~B) & (~B ==> ~J) . What is B ?	~D & (F & ~B) & (G ==> E) & (~B ==> ~J) . What is B ?	~D & (F & ~B) & (G ==> E) & (~B ==> ~J)	False
(F & ~C) . What is C ?	(F & ~C) . What is C ?	(F & ~C)	False
(E <=> I) & I & (I <=> ~A) & (E <=> I) & (E <=> I) & I & I & (I <=> ~A) & (I <=> ~A) . What is E ?	(E <=> I) & I & (I <=> ~A) . What is E ?	(E <=> I) & I & (I <=> ~A)	True
(~J ==> I) & (~D & ~H) & ~I & (~J ==> I) & (~H ^ ~G) & (~D & ~H) & (~H ^ ~G) & (~H ^ ~G) . What is H ?	(~J ==> I) & (~D & ~H) & ~I & (~H ^ ~G) . What is H ?	(~J ==> I) & (~D & ~H) & ~I & (~H ^ ~G)	False
H . What is H ?	H . What is H ?	H	True
(G | F) & (B & G) & (G | F) & (F & C) . What is F ?	(G | F) & (B & G) & (F & C) . What is F ?	(G | F) & (B & G) & (F & C)	True
(~H & ~I) & (~I <=> C) & ~G & (~G | ~H) & (~H & ~I) & (~G | ~H) & (~I <=> C) & (~I <=> C) & (~G | ~H) . What is ~G ?	(~H & ~I) & (~I <=> C) & ~G & (~G | ~H) . What is ~G ?	(~H & ~I) & (~I <=> C) & ~G & (~G | ~H)	True
(~I <=> ~G) & (~D & A) & (~D & A) & D & D & (~D & A) . What is I ?	(~I <=> ~G) & (~D & A) & D . What is I ?	(~I <=> ~G) & (~D & A) & D	Contradictory
~B & (I ==> J) & (J ^ F) & ~J & ~J & (E | B) & (J ^ F) . What is ~I ?	~B & (I ==> J) & (J ^ F) & ~J & (E | B) . What is ~I ?	~B & (I ==> J) & (J ^ F) & ~J & (E | B)	True
(B ==> F) & B & B & (F ==> ~H) & (B ==> F) & (F ==> ~H) . What is B ?	(B ==> F) & B & (F ==> ~H) . What is B ?	(B ==> F) & B & (F ==> ~H)	True
~J & ~J . What is ~J ?	~J . What is ~J ?	~J	True
~C . What is ~C ?	~C . What is ~C ?	~C	True
(B & C) . What is J ?	(B & C) . What is J ?	(B & C)	Unknown HELP!
G & (~J ==> ~G) & (~G ^ A) & (~G ^ A) & (~J ==> ~G) & (~G ^ A) & (~J ==> ~G) . What is A ?	G & (~J ==> ~G) & (~G ^ A) . What is A ?	G & (~J ==> ~G) & (~G ^ A)	True
D & D & D . What is ~J ?	D . What is ~J ?	D	Unknown HELP!
F & (~H <=> I) & A & (~H <=> I) & (~J ==> F) & (~J ==> F) & A . What is ~F ?	F & (~H <=> I) & A & (~J ==> F) . What is ~F ?	F & (~H <=> I) & A & (~J ==> F)	False
(J | ~B) & (J | ~B) & ~B . What is B ?	(J | ~B) & ~B . What is B ?	(J | ~B) & ~B	False
~E & ~E & (~I & ~A) & (~I & ~A) & (~J ^ ~E) & (~J ^ ~E) & (~A & ~D) & (~I & ~A) & (~J ^ ~E) & ~A & ~A . What is ~D ?	~E & (~I & ~A) & (~J ^ ~E) & (~A & ~D) & ~A . What is ~D ?	~E & (~I & ~A) & (~J ^ ~E) & (~A & ~D) & ~A	True
(G ==> I) & (I ^ J) & G & (G ==> I) & (J | ~D) & (G ==> I) . What is ~J ?	(G ==> I) & (I ^ J) & G & (J | ~D) . What is ~J ?	(G ==> I) & (I ^ J) & G & (J | ~D)	True
(C & B) & (~F & ~H) & (B & ~F) & (C & B) & (B & ~F) & (C & B) . What is C ?	(C & B) & (~F & ~H) & (B & ~F) . What is C ?	(C & B) & (~F & ~H) & (B & ~F)	True
(E & ~G) & ~G & H & H & (~J ==> A) & (~J ==> A) & (~J ==> A) . What is H ?	(E & ~G) & ~G & H & (~J ==> A) . What is H ?	(E & ~G) & ~G & H & (~J ==> A)	True
(~G | ~E) & G & G & (~E | F) & (~G | ~E) & (~E | F) & (F & ~D) & (F & ~D) & (~E | F) . What is D ?	(~G | ~E) & G & (~E | F) & (F & ~D) . What is D ?	(~G | ~E) & G & (~E | F) & (F & ~D)	False
(~B ^ ~C) & (~A ^ ~D) & (~C & ~A) . What is B ?	(~B ^ ~C) & (~A ^ ~D) & (~C & ~A) . What is B ?	(~B ^ ~C) & (~A ^ ~D) & (~C & ~A)	True
(~D ==> C) & (~D ==> C) & (C & ~G) & (~G & I) & (C & ~G) & (C & ~G) . What is G ?	(~D ==> C) & (C & ~G) & (~G & I) . What is G ?	(~D ==> C) & (C & ~G) & (~G & I)	False
~D & ~D . What is D ?	~D . What is D ?	~D	False
(H ==> ~F) & (~G <=> ~B) & (~B <=> ~A) & (~G <=> ~B) & ~H & ~B & (~J <=> ~G) & ~H & (~J <=> ~G) & (~J <=> ~G) & (~G <=> ~B) & ~H & (H ==> ~F) & (H ==> ~F) . What is ~G ?	(H ==> ~F) & (~G <=> ~B) & (~B <=> ~A) & ~H & ~B & (~J <=> ~G) . What is ~G ?	(H ==> ~F) & (~G <=> ~B) & (~B <=> ~A) & ~H & ~B & (~J <=> ~G)	True
(B ==> ~H) & (~A & G) & (~C ^ J) & (J ^ ~A) & B & (~A & G) & (B ==> ~H) & (J ^ ~A) & (~A & G) . What is ~G ?	(B ==> ~H) & (~A & G) & (~C ^ J) & (J ^ ~A) & B . What is ~G ?	(B ==> ~H) & (~A & G) & (~C ^ J) & (J ^ ~A) & B	False
(F & I) & ~B & ~B & ~B & (F & I) & (F & I) & F & F & (H | ~B) & (H | ~B) . What is F ?	(F & I) & ~B & F & (H | ~B) . What is F ?	(F & I) & ~B & F & (H | ~B)	True
~E & I & (G | ~D) & (G | ~D) & (G | ~D) & (I <=> B) & (~D ^ ~E) & (I <=> B) . What is E ?	~E & I & (G | ~D) & (I <=> B) & (~D ^ ~E) . What is E ?	~E & I & (G | ~D) & (I <=> B) & (~D ^ ~E)	False
(E ^ I) & (~B | H) & (E ^ I) & ~I & (~F & ~B) & ~C & (~F & ~B) & ~I & ~C & ~C . What is ~C ?	(E ^ I) & (~B | H) & ~I & (~F & ~B) & ~C . What is ~C ?	(E ^ I) & (~B | H) & ~I & (~F & ~B) & ~C	True
I & I & I . What is I ?	I . What is I ?	I	True
(D ^ J) & ~H & (J <=> F) & (F ==> E) & (H ^ I) & (J <=> F) & (D ^ J) & (H ^ I) & (H ^ I) & (D ^ J) & (J <=> F) . What is ~G ?	(D ^ J) & ~H & (J <=> F) & (F ==> E) & (H ^ I) . What is ~G ?	(D ^ J) & ~H & (J <=> F) & (F ==> E) & (H ^ I)	Unknown HELP!
(J ^ ~G) & (~B ^ H) & (~B ^ H) & (~G ^ ~B) & H & (J ^ ~G) & (E ==> C) & ~C & H & (E ==> C) . What is H ?	(J ^ ~G) & (~B ^ H) & (~G ^ ~B) & H & (E ==> C) & ~C . What is H ?	(J ^ ~G) & (~B ^ H) & (~G ^ ~B) & H & (E ==> C) & ~C	True
(E ==> B) & (A & E) & (A & E) & (B <=> ~G) & (B <=> ~G) & ~E & (B <=> ~G) & (A & E) . What is ~I ?	(E ==> B) & (A & E) & (B <=> ~G) & ~E . What is ~I ?	(E ==> B) & (A & E) & (B <=> ~G) & ~E	Contradictory
A & A & (J | ~A) & (F | J) & (F | J) . What is ~J ?	A & (J | ~A) & (F | J) . What is ~J ?	A & (J | ~A) & (F | J)	False
(E | A) & (A & ~C) & (A & ~C) & (E | A) & (E | A) . What is ~C ?	(E | A) & (A & ~C) . What is ~C ?	(E | A) & (A & ~C)	True
~G . What is ~G ?	~G . What is ~G ?	~G	True
(~E & ~H) & (~H ^ ~G) & (~H ^ ~G) & (~H ^ ~G) . What is G ?	(~E & ~H) & (~H ^ ~G) . What is G ?	(~E & ~H) & (~H ^ ~G)	True
(C & A) & (C & A) . What is ~A ?	(C & A) . What is ~A ?	(C & A)	False
~F . What is F ?	~F . What is F ?	~F	False
(~H | ~C) & (E & ~H) & (~C | B) & (~C | B) & (~C | B) . What is ~B ?	(~H | ~C) & (E & ~H) & (~C | B) . What is ~B ?	(~H | ~C) & (E & ~H) & (~C | B)	Unknown HELP!
(B ==> F) & (C & ~D) & (F ^ C) . What is D ?	(B ==> F) & (C & ~D) & (F ^ C) . What is D ?	(B ==> F) & (C & ~D) & (F ^ C)	False
(~F ==> ~H) & (C & A) & (~I & ~G) & (C & A) & (~G <=> ~F) & (C & A) & A & A & (~F ==> ~H) & (~G <=> ~F) & A . What is G ?	(~F ==> ~H) & (C & A) & (~I & ~G) & (~G <=> ~F) & A . What is G ?	(~F ==> ~H) & (C & A) & (~I & ~G) & (~G <=> ~F) & A	False
~D & ~D & ~D & (E & G) & (C ==> B) & (D | J) & (B & E) & (C ==> B) & (B & E) & (B & E) & (C ==> B) . What is ~E ?	~D & (E & G) & (C ==> B) & (D | J) & (B & E) . What is ~E ?	~D & (E & G) & (C ==> B) & (D | J) & (B & E)	False
(~E & J) & (J | ~C) & (~E & J) . What is J ?	(~E & J) & (J | ~C) . What is J ?	(~E & J) & (J | ~C)	True
D . What is D ?	D . What is D ?	D	True
(C & ~A) & J & C & (E ^ ~D) & (~I <=> E) & (~I <=> E) & (~J & ~I) & (~J & ~I) & (~I <=> E) . What is ~I ?	(C & ~A) & J & C & (E ^ ~D) & (~I <=> E) & (~J & ~I) . What is ~I ?	(C & ~A) & J & C & (E ^ ~D) & (~I <=> E) & (~J & ~I)	Contradictory
J . What is ~J ?	J . What is ~J ?	J	False
~D . What is D ?	~D . What is D ?	~D	False
(~C & ~J) & (~C & ~J) & ~A & ~A . What is ~C ?	(~C & ~J) & ~A . What is ~C ?	(~C & ~J) & ~A	True
A & A & A . What is A ?	A . What is A ?	A	True
A & (~C & J) & A . What is ~C ?	A & (~C & J) . What is ~C ?	A & (~C & J)	True
(~C ^ H) & (H ==> ~A) & (H ==> ~A) & (~C ^ H) & C & (~C ^ H) & C . What is ~C ?	(~C ^ H) & (H ==> ~A) & C . What is ~C ?	(~C ^ H) & (H ==> ~A) & C	False
(~B ^ ~I) & (J | G) & (~B ^ ~I) & (~H | ~B) & ~C & (J | G) & F & F & (J | G) . What is ~C ?	(~B ^ ~I) & (J | G) & (~H | ~B) & ~C & F . What is ~C ?	(~B ^ ~I) & (J | G) & (~H | ~B) & ~C & F	True
(~C ==> I) & ~D & (E & ~C) & (~D | E) & ~J & (~D | E) & (~C ==> I) & (~A ^ ~B) & (~C ==> I) & (~A ^ ~B) . What is ~E ?	(~C ==> I) & ~D & (E & ~C) & (~D | E) & ~J & (~A ^ ~B) . What is ~E ?	(~C ==> I) & ~D & (E & ~C) & (~D | E) & ~J & (~A ^ ~B)	False
~C & (B & ~J) & (~J & A) & (A | C) & (A | C) & (~J & A) . What is C ?	~C & (B & ~J) & (~J & A) & (A | C) . What is C ?	~C & (B & ~J) & (~J & A) & (A | C)	False
(D <=> G) & G & G & G . What is G ?	(D <=> G) & G . What is G ?	(D <=> G) & G	True
(J ==> ~H) & B & (J ==> ~H) & (C & J) & (~I <=> C) & (~I <=> C) & B & (~B ==> ~E) & (~B ==> ~E) & (~B ==> ~E) & B . What is I ?	(J ==> ~H) & B & (C & J) & (~I <=> C) & (~B ==> ~E) . What is I ?	(J ==> ~H) & B & (C & J) & (~I <=> C) & (~B ==> ~E)	False
(~E <=> J) & (~E <=> J) & (~E <=> J) & (J ==> ~B) & (J ==> ~B) & H & (H <=> ~E) & H & (J ==> ~B) . What is ~J ?	(~E <=> J) & (J ==> ~B) & H & (H <=> ~E) . What is ~J ?	(~E <=> J) & (J ==> ~B) & H & (H <=> ~E)	False
~D & ~D . What is ~D ?	~D . What is ~D ?	~D	True
(~D & ~E) . What is ~E ?	(~D & ~E) . What is ~E ?	(~D & ~E)	True
(E & ~I) & (~H & ~G) & (~D <=> ~B) & (~H & ~G) & (~G <=> E) & A & (~G <=> E) & (~H & ~G) & (~D <=> ~B) . What is ~I ?	(E & ~I) & (~H & ~G) & (~D <=> ~B) & (~G <=> E) & A . What is ~I ?	(E & ~I) & (~H & ~G) & (~D <=> ~B) & (~G <=> E) & A	True
~E . What is ~E ?	~E . What is ~E ?	~E	True
(G ==> D) & ~D & (G ==> D) & (A ^ G) & (A ^ G) & ~D & ~D . What is ~D ?	(G ==> D) & ~D & (A ^ G) . What is ~D ?	(G ==> D) & ~D & (A ^ G)	True
B & B & B . What is ~B ?	B . What is ~B ?	B	False
~H & ~H & ~H . What is ~H ?	~H . What is ~H ?	~H	True
I & I & (~H ==> I) & (~H ==> I) . What is ~I ?	I & (~H ==> I) . What is ~I ?	I & (~H ==> I)	False
D & D & D . What is D ?	D . What is D ?	D	True
(~H & E) & (~D ^ ~H) & (~D ^ ~H) & (~H & E) & (~D ^ ~H) & (~H & E) . What is ~E ?	(~H & E) & (~D ^ ~H) . What is ~E ?	(~H & E) & (~D ^ ~H)	False
~E & ~E . What is ~H ?	~E . What is ~H ?	~E	Unknown HELP!
(F & ~J) & (F & ~J) & (F & ~J) . What is J ?	(F & ~J) . What is J ?	(F & ~J)	False
~J & (~A | C) & (~J & ~A) & (~J & ~A) & (~J & ~A) . What is ~J ?	~J & (~A | C) & (~J & ~A) . What is ~J ?	~J & (~A | C) & (~J & ~A)	True
~D . What is ~D ?	~D . What is ~D ?	~D	True
(C | H) & I & ~F & (~B & F) & ~F & (C | H) & I & (C | H) . What is I ?	(C | H) & I & ~F & (~B & F) . What is I ?	(C | H) & I & ~F & (~B & F)	Contradictory
(I ==> C) & ~G & B & (I ==> C) & B & (I ==> C) & (H | D) & (H | D) & ~G & (H | D) & ~G . What is B ?	(I ==> C) & ~G & B & (H | D) . What is B ?	(I ==> C) & ~G & B & (H | D)	True
(B & I) & (B & I) . What is ~B ?	(B & I) . What is ~B ?	(B & I)	False
(~D <=> F) & (J & ~G) & (~G | ~D) & (~D <=> F) & (~D <=> F) . What is G ?	(~D <=> F) & (J & ~G) & (~G | ~D) . What is G ?	(~D <=> F) & (J & ~G) & (~G | ~D)	False
G & G & (~G ==> B) & (~G ==> B) . What is G ?	G & (~G ==> B) . What is G ?	G & (~G ==> B)	True
(~E & J) & (~E & J) & (~E & J) . What is J ?	(~E & J) . What is J ?	(~E & J)	True
B & (~C <=> ~A) & (~C <=> ~A) & (~C <=> ~A) . What is ~B ?	B & (~C <=> ~A) . What is ~B ?	B & (~C <=> ~A)	False
(~A | ~E) & (~G <=> ~B) & E & G & E & G & E . What is ~E ?	(~A | ~E) & (~G <=> ~B) & E & G . What is ~E ?	(~A | ~E) & (~G <=> ~B) & E & G	False
H . What is ~A ?	H . What is ~A ?	H	Unknown HELP!
A & (~G ^ ~A) & (~D <=> B) & ~E & A & A . What is E ?	A & (~G ^ ~A) & (~D <=> B) & ~E . What is E ?	A & (~G ^ ~A) & (~D <=> B) & ~E	False
~A & ~A & ~A . What is ~A ?	~A . What is ~A ?	~A	True
