(~A ==> ~D) & ~B & ~D & (~E ^ ~B) & ~D & (~D | ~C) & ~B & (F ^ ~A) & ~D & (~A ==> ~D) & (~E ^ ~B) & (~A ==> ~D) & ~B & (F ^ ~A) & (~E ^ ~B) . What is F ?	(~A ==> ~D) & ~B & ~D & (~E ^ ~B) & (~D | ~C) & (F ^ ~A) . What is F ?	(~A ==> ~D) & ~B & ~D & (~E ^ ~B) & (~D | ~C) & (F ^ ~A)	Unknown HELP!
I & (~G & ~J) & (I & ~F) & (~D | ~G) & ~E & (~G & ~J) & I & (I & ~F) & ~E & (~D | ~G) & (~D | ~G) & (I & ~F) . What is ~G ?	I & (~G & ~J) & (I & ~F) & (~D | ~G) & ~E . What is ~G ?	I & (~G & ~J) & (I & ~F) & (~D | ~G) & ~E	True
A & (~D ==> ~G) & A & (~F | A) & C & C & (C ^ E) & (A ==> ~D) & (C ^ E) & (~F | A) & C & (C ^ E) . What is ~G ?	A & (~D ==> ~G) & (~F | A) & C & (C ^ E) & (A ==> ~D) . What is ~G ?	A & (~D ==> ~G) & (~F | A) & C & (C ^ E) & (A ==> ~D)	True
(~H & ~F) & (D & ~H) & (~H & ~F) & (~I ==> D) . What is H ?	(~H & ~F) & (D & ~H) & (~I ==> D) . What is H ?	(~H & ~F) & (D & ~H) & (~I ==> D)	False
(G & ~A) & (G & ~A) & (G & ~A) . What is A ?	(G & ~A) . What is A ?	(G & ~A)	False
(I ==> ~D) & (~A ==> ~F) & (~G | ~A) & (~F & ~C) & (I ==> ~D) & D & D & D . What is ~F ?	(I ==> ~D) & (~A ==> ~F) & (~G | ~A) & (~F & ~C) & D . What is ~F ?	(I ==> ~D) & (~A ==> ~F) & (~G | ~A) & (~F & ~C) & D	True
~F & ~F & ~F . What is ~F ?	~F . What is ~F ?	~F	True
(~A <=> F) & A & (~A <=> F) & (~J | ~A) & (~A <=> F) & (~J | ~A) . What is J ?	(~A <=> F) & A & (~J | ~A) . What is J ?	(~A <=> F) & A & (~J | ~A)	False
(I & ~J) & (I & ~J) & (~J ^ A) & (~J ^ A) & (I & ~J) . What is ~I ?	(I & ~J) & (~J ^ A) . What is ~I ?	(I & ~J) & (~J ^ A)	False
B & (~B & G) & B & B . What is ~B ?	B & (~B & G) . What is ~B ?	B & (~B & G)	Contradictory
(D ==> ~J) & (~J <=> G) & J & (D ==> ~J) & (D ==> ~J) . What is J ?	(D ==> ~J) & (~J <=> G) & J . What is J ?	(D ==> ~J) & (~J <=> G) & J	True
D & (~J ^ ~D) & D & (~J ^ ~D) & D & (~J ^ ~D) . What is D ?	D & (~J ^ ~D) . What is D ?	D & (~J ^ ~D)	True
C & (~J | I) & ~I & ~I & (~C | ~G) & (~C | ~G) & C & C . What is ~J ?	C & (~J | I) & ~I & (~C | ~G) . What is ~J ?	C & (~J | I) & ~I & (~C | ~G)	True
(B & J) & (B & J) & (B & J) & (D | ~G) & (D | ~G) & ~G & ~G . What is B ?	(B & J) & (D | ~G) & ~G . What is B ?	(B & J) & (D | ~G) & ~G	True
(J <=> A) & (~I <=> J) & (F & ~I) & (~I <=> J) & (~I <=> J) . What is ~A ?	(J <=> A) & (~I <=> J) & (F & ~I) . What is ~A ?	(J <=> A) & (~I <=> J) & (F & ~I)	False
(~G <=> ~C) & (~G <=> ~C) & (~C & ~B) & (~B ^ H) & (~B ^ H) & (~C & ~B) & (~B ^ H) . What is ~H ?	(~G <=> ~C) & (~C & ~B) & (~B ^ H) . What is ~H ?	(~G <=> ~C) & (~C & ~B) & (~B ^ H)	True
B & B & (~I <=> F) & (B <=> ~J) & (B <=> ~J) & (F ^ C) & ~D & (F ^ C) & (D | ~I) & (B <=> ~J) & B & ~D . What is C ?	B & (~I <=> F) & (B <=> ~J) & (F ^ C) & ~D & (D | ~I) . What is C ?	B & (~I <=> F) & (B <=> ~J) & (F ^ C) & ~D & (D | ~I)	False
~G & ~G & ~G . What is ~G ?	~G . What is ~G ?	~G	True
A & B & (F ==> E) & (~A <=> ~D) & A & (~H & ~A) & (~A <=> ~D) & (~A <=> ~D) & (F ==> E) & (F ==> E) . What is ~I ?	A & B & (F ==> E) & (~A <=> ~D) & (~H & ~A) . What is ~I ?	A & B & (F ==> E) & (~A <=> ~D) & (~H & ~A)	Contradictory
~H & ~H & ~H . What is H ?	~H . What is H ?	~H	False
D & D & D . What is ~D ?	D . What is ~D ?	D	False
F & (~E <=> F) & (F ^ J) & ~B & (~E <=> F) & (H <=> ~B) & (H <=> ~B) & (H <=> ~B) & F & ~B & F . What is J ?	F & (~E <=> F) & (F ^ J) & ~B & (H <=> ~B) . What is J ?	F & (~E <=> F) & (F ^ J) & ~B & (H <=> ~B)	False
~G & (~E & D) & ~G & ~E & (~G & B) & (B ==> ~A) & (~E & D) & (~G & B) & (~G & B) & (B ==> ~A) & (~E & D) & (~A ^ C) & (~A ^ C) & (~A ^ C) . What is B ?	~G & (~E & D) & ~E & (~G & B) & (B ==> ~A) & (~A ^ C) . What is B ?	~G & (~E & D) & ~E & (~G & B) & (B ==> ~A) & (~A ^ C)	True
(~G <=> ~J) & (~G <=> ~J) & ~J & ~J & (~J ==> F) . What is G ?	(~G <=> ~J) & ~J & (~J ==> F) . What is G ?	(~G <=> ~J) & ~J & (~J ==> F)	False
F & (~C ==> ~D) & F . What is F ?	F & (~C ==> ~D) . What is F ?	F & (~C ==> ~D)	True
(A ^ ~G) & (~C ==> ~F) & (~C ==> ~F) & (~F & A) & (A ^ ~G) . What is ~E ?	(A ^ ~G) & (~C ==> ~F) & (~F & A) . What is ~E ?	(A ^ ~G) & (~C ==> ~F) & (~F & A)	Unknown HELP!
(E & ~I) & (E & ~I) & (E & ~I) & (~J <=> E) & (~J <=> E) & (~J <=> E) . What is ~E ?	(E & ~I) & (~J <=> E) . What is ~E ?	(E & ~I) & (~J <=> E)	False
~I & ~I & ~I . What is ~B ?	~I . What is ~B ?	~I	Unknown HELP!
~B & ~B . What is ~B ?	~B . What is ~B ?	~B	True
~G . What is ~G ?	~G . What is ~G ?	~G	True
(~A <=> ~I) & (~A <=> ~I) & ~B & (~A <=> ~I) & (~I & ~E) & ~B . What is ~A ?	(~A <=> ~I) & ~B & (~I & ~E) . What is ~A ?	(~A <=> ~I) & ~B & (~I & ~E)	True
D & D . What is ~E ?	D . What is ~E ?	D	Unknown HELP!
(J ==> F) & (J ==> F) & (~D ^ A) & (J ==> F) & ~F & ~F & (~D ^ A) & (~B <=> ~D) . What is ~D ?	(J ==> F) & (~D ^ A) & ~F & (~B <=> ~D) . What is ~D ?	(J ==> F) & (~D ^ A) & ~F & (~B <=> ~D)	Unknown HELP!
 . What is E ?	 . What is E ?		Unknown HELP!
~H & ~H . What is ~H ?	~H . What is ~H ?	~H	True
(B & ~I) & D & (~I <=> F) & B & (C <=> B) & B & (D ==> ~J) & B & (D ==> ~J) . What is ~C ?	(B & ~I) & D & (~I <=> F) & B & (C <=> B) & (D ==> ~J) . What is ~C ?	(B & ~I) & D & (~I <=> F) & B & (C <=> B) & (D ==> ~J)	False
B & B . What is B ?	B . What is B ?	B	True
~E & B & ~E & B & ~E & (~C & E) & B & (B | ~G) & (H ==> B) & (~C & E) & (~C & E) & (B | ~G) . What is ~B ?	~E & B & (~C & E) & (B | ~G) & (H ==> B) . What is ~B ?	~E & B & (~C & E) & (B | ~G) & (H ==> B)	Contradictory
(~E & ~F) & (~E & ~F) & (~J ^ A) & (A ^ ~E) & (A ^ ~E) & (A ^ ~E) . What is ~A ?	(~E & ~F) & (~J ^ A) & (A ^ ~E) . What is ~A ?	(~E & ~F) & (~J ^ A) & (A ^ ~E)	True
~F & (B ^ J) & (~D & E) & (B ^ J) & (E & C) & (B ^ J) & (E & C) & (E & C) . What is D ?	~F & (B ^ J) & (~D & E) & (E & C) . What is D ?	~F & (B ^ J) & (~D & E) & (E & C)	False
(~D | ~C) & I & (~I | ~G) & (~I | ~G) & (~I | ~G) & C & C . What is ~I ?	(~D | ~C) & I & (~I | ~G) & C . What is ~I ?	(~D | ~C) & I & (~I | ~G) & C	False
G & G & (~D & ~G) & (~D & ~G) & (~G ^ ~J) & (~G ^ ~J) . What is D ?	G & (~D & ~G) & (~G ^ ~J) . What is D ?	G & (~D & ~G) & (~G ^ ~J)	Contradictory
E & (F ==> ~H) & ~C & (E & F) & (~A & I) & E & ~C & E & (E & F) . What is ~H ?	E & (F ==> ~H) & ~C & (E & F) & (~A & I) . What is ~H ?	E & (F ==> ~H) & ~C & (E & F) & (~A & I)	True
~G & ~G . What is G ?	~G . What is G ?	~G	False
(E & I) & H & (E & I) & (H | F) & H & (H | F) & (H | F) . What is ~E ?	(E & I) & H & (H | F) . What is ~E ?	(E & I) & H & (H | F)	False
~D & ~D & (~D | F) & (E ==> ~D) & (E ==> ~D) . What is ~D ?	~D & (~D | F) & (E ==> ~D) . What is ~D ?	~D & (~D | F) & (E ==> ~D)	True
(~G <=> ~B) & ~G & (~G <=> ~B) . What is B ?	(~G <=> ~B) & ~G . What is B ?	(~G <=> ~B) & ~G	False
(~G ^ ~E) & (~E & ~A) & (~G ^ ~E) & (~E & ~A) & (~E & ~A) & ~E & ~E . What is ~A ?	(~G ^ ~E) & (~E & ~A) & ~E . What is ~A ?	(~G ^ ~E) & (~E & ~A) & ~E	True
B & (B ==> J) & (J ^ ~I) & ~A & ~A & (C <=> F) & (C <=> F) & ~A . What is B ?	B & (B ==> J) & (J ^ ~I) & ~A & (C <=> F) . What is B ?	B & (B ==> J) & (J ^ ~I) & ~A & (C <=> F)	True
(C & E) & (F | C) & (C & E) & (E | ~A) & (F | C) & F & F & (E | ~A) . What is ~F ?	(C & E) & (F | C) & (E | ~A) & F . What is ~F ?	(C & E) & (F | C) & (E | ~A) & F	False
(~I ^ ~F) & (~F & H) & (~C | ~D) & (~I ^ ~F) & I & I & ~C & ~C & ~C & I . What is F ?	(~I ^ ~F) & (~F & H) & (~C | ~D) & I & ~C . What is F ?	(~I ^ ~F) & (~F & H) & (~C | ~D) & I & ~C	False
