~F & ~F & ~F . What is ~F ?	~F . What is ~F ?	~F	True
(F & A) & (G ^ F) & (F & A) & (G ^ F) & (F & A) & A & A . What is ~F ?	(F & A) & (G ^ F) & A . What is ~F ?	(F & A) & (G ^ F) & A	False
~C & ~C & (~D | ~G) & J & (~J <=> ~F) & (~J <=> ~F) & (B ==> ~J) & (B ==> ~J) & (B ==> ~J) . What is F ?	~C & (~D | ~G) & J & (~J <=> ~F) & (B ==> ~J) . What is F ?	~C & (~D | ~G) & J & (~J <=> ~F) & (B ==> ~J)	True
(D & I) & ~G . What is ~I ?	(D & I) & ~G . What is ~I ?	(D & I) & ~G	False
B & (F & B) & B & B & (F & B) & (F & B) . What is B ?	B & (F & B) . What is B ?	B & (F & B)	True
(D ^ ~B) & ~I & (J ==> ~F) & (D ^ ~B) & (C & D) & ~I & (C & D) & (C & D) . What is B ?	(D ^ ~B) & ~I & (J ==> ~F) & (C & D) . What is B ?	(D ^ ~B) & ~I & (J ==> ~F) & (C & D)	True
J & (~J ==> ~E) & (~E ==> H) . What is ~J ?	J & (~J ==> ~E) & (~E ==> H) . What is ~J ?	J & (~J ==> ~E) & (~E ==> H)	False
(I & ~J) & G & (I & ~J) & (I & ~J) & ~J & (G & ~F) & ~J & (G & ~F) & ~J . What is I ?	(I & ~J) & G & ~J & (G & ~F) . What is I ?	(I & ~J) & G & ~J & (G & ~F)	True
~F & (~F ==> A) & ~F & ~F & (~F ==> A) & (~F ==> A) . What is F ?	~F & (~F ==> A) . What is F ?	~F & (~F ==> A)	False
(H ==> A) & ~A & ~A . What is A ?	(H ==> A) & ~A . What is A ?	(H ==> A) & ~A	False
~F & ~F & ~F . What is ~F ?	~F . What is ~F ?	~F	True
~H . What is H ?	~H . What is H ?	~H	False
(~G & D) & D & (~A | ~H) & ~H & ~H & (~G & D) & (~G & D) & (D & ~B) & (D & ~B) & (~A | ~H) . What is D ?	(~G & D) & D & (~A | ~H) & ~H & (D & ~B) . What is D ?	(~G & D) & D & (~A | ~H) & ~H & (D & ~B)	True
~A & ~A & ~A . What is ~A ?	~A . What is ~A ?	~A	True
(D & H) & G & H & (G & B) & (G & B) & G & (G & B) & (D & H) & H . What is G ?	(D & H) & G & H & (G & B) . What is G ?	(D & H) & G & H & (G & B)	True
~E . What is ~E ?	~E . What is ~E ?	~E	True
I & (G <=> I) & (I & A) & I & I & (A <=> F) & (I & A) & (A <=> F) & (A <=> F) . What is ~I ?	I & (G <=> I) & (I & A) & (A <=> F) . What is ~I ?	I & (G <=> I) & (I & A) & (A <=> F)	False
(G & J) & (G & J) & H & (~F | G) & (~F | G) & (G & J) & H & (J <=> ~H) & (~F | G) . What is ~G ?	(G & J) & H & (~F | G) & (J <=> ~H) . What is ~G ?	(G & J) & H & (~F | G) & (J <=> ~H)	Contradictory
(C ==> ~D) & (~D ==> E) & (I & C) & (~D ==> E) & (C ==> ~D) & (C ==> ~D) . What is ~E ?	(C ==> ~D) & (~D ==> E) & (I & C) . What is ~E ?	(C ==> ~D) & (~D ==> E) & (I & C)	False
(J & B) & (B ^ ~E) & (B ^ ~E) & (J & B) & E & E & (B ^ ~E) . What is ~E ?	(J & B) & (B ^ ~E) & E . What is ~E ?	(J & B) & (B ^ ~E) & E	False
(D ^ ~G) & (B <=> D) & (F & B) & (B <=> D) . What is ~B ?	(D ^ ~G) & (B <=> D) & (F & B) . What is ~B ?	(D ^ ~G) & (B <=> D) & (F & B)	False
(~A ^ ~G) & (~C & D) & E & (~E ==> ~H) & (~A ^ ~G) & (~A ^ ~G) & (D <=> ~A) & (D <=> ~A) & E & (~E ==> ~H) & (~E ==> ~H) & (~C & D) & (~C & D) . What is G ?	(~A ^ ~G) & (~C & D) & E & (~E ==> ~H) & (D <=> ~A) . What is G ?	(~A ^ ~G) & (~C & D) & E & (~E ==> ~H) & (D <=> ~A)	True
~G & ~G & ~G . What is G ?	~G . What is G ?	~G	False
~I & ~I & ~I . What is ~I ?	~I . What is ~I ?	~I	True
~E & (~B & ~I) & ~E & (~B & ~I) . What is ~I ?	~E & (~B & ~I) . What is ~I ?	~E & (~B & ~I)	True
~C . What is C ?	~C . What is C ?	~C	False
(~F ==> ~J) & (I <=> ~D) & I & (~F ==> ~J) & (~C & ~F) & I & (A & ~C) & (I <=> ~D) & I & (I <=> ~D) & (~F ==> ~J) . What is ~A ?	(~F ==> ~J) & (I <=> ~D) & I & (~C & ~F) & (A & ~C) . What is ~A ?	(~F ==> ~J) & (I <=> ~D) & I & (~C & ~F) & (A & ~C)	False
~H & ~H . What is H ?	~H . What is H ?	~H	False
(D & ~E) & (~E | H) & (~E | H) & I & G & G & I & (~E | H) & (G ==> ~J) & I & (H ==> B) . What is D ?	(D & ~E) & (~E | H) & I & G & (G ==> ~J) & (H ==> B) . What is D ?	(D & ~E) & (~E | H) & I & G & (G ==> ~J) & (H ==> B)	True
~A & ~A . What is ~A ?	~A . What is ~A ?	~A	True
(I ==> D) & B & (~F ^ ~B) & B & (E <=> ~F) & D & D & (~F ^ ~B) & B & (~B ^ A) & D . What is E ?	(I ==> D) & B & (~F ^ ~B) & (E <=> ~F) & D & (~B ^ A) . What is E ?	(I ==> D) & B & (~F ^ ~B) & (E <=> ~F) & D & (~B ^ A)	True
(G & ~H) . What is H ?	(G & ~H) . What is H ?	(G & ~H)	False
(~F | ~E) & ~E & (~F | ~E) & ~E & ~E & (~F | ~E) . What is ~E ?	(~F | ~E) & ~E . What is ~E ?	(~F | ~E) & ~E	True
(~D | A) & (A & ~C) & (A & ~C) & (~C <=> G) & (A & ~C) . What is ~A ?	(~D | A) & (A & ~C) & (~C <=> G) . What is ~A ?	(~D | A) & (A & ~C) & (~C <=> G)	False
~G & ~G . What is G ?	~G . What is G ?	~G	False
